id,title,youtube_url,created_at,language_code,author_name,start_time,end_time
122,Der Monat Ramadan und die Erhörung der Bittgebete,https://www.youtube.com/watch?v=baM3cOAMr0I$0,2026-05-18 04:43:06+00,de,Sheikh Hussein Sahyoun,1626,3844
123,Das aktive Warten auf Imam Al-Mahdi (ajf.),https://www.youtube.com/watch?v=4igZQt3D26A$0,2026-05-18 05:30:55+00,de,Sheikh Hussein Sahyoun,,
124,Die einfache Art eine Sadaqa (Almosen) zu entrichten,https://www.youtube.com/watch?v=4uym6M6rPBA$0,2026-05-18 04:43:16+00,de,Sheikh Hussein Sahyoun,,
125,Die Rolle der Ehefrau und Mutter - wie wertvoll ist ihre Anwesenheit?,https://www.youtube.com/watch?v=lLAbtJKpFvQ$0,2026-05-18 04:43:21+00,de,Sheikh Hussein Sahyoun,1899,4160
128,Muslimische Frauen im Spannungsfeld zwischen modernem Feminismus und dem Vorbild von Zainab (as.),https://www.youtube.com/watch?v=Z_xv0jN16Go$0,2026-05-20 19:03:37+00,de,Sheikh Mohamed Tohmeh,,
129,Die Gefährten Imam Husseins (a.): 1. Habib ibn Mudhahir (r.),https://www.youtube.com/watch?v=PATzhLhe8FI,2026-05-20 19:03:34+00,de,Sayyid Maher El Ali,,
130,Die Gefährten Imam Husseins (a.): 2. Hurr bin Yazid al-Riyahi,https://www.youtube.com/watch?v=Dook-vKFUC4,2026-05-20 19:03:30+00,,Sayyid Maher El Ali,,
135,Die Gefährten Imam Husseins (a.): 3. Muslim bin Aqil (r.),https://www.youtube.com/watch?v=sO-3MxMyBQc,2026-05-20 19:03:26+00,de,Sayyid Maher El Ali,,
136,Was erwartet Imam Mahdi (aj.) von uns?,https://www.youtube.com/watch?v=PmHkHw1umPI,2026-05-20 19:03:24+00,de,Sayyid Maher El Ali,,
137,Was zeichnete Abal Fadl al-Abbas (a.) aus?,https://www.youtube.com/watch?v=RruFlmZdj_0,2026-05-20 19:03:22+00,de,Sayyid Maher El Ali,,
138,Die Geburt von Imam Hussein (a.),https://www.youtube.com/watch?v=CwQ34rSTaBo,2026-05-20 19:03:21+00,de,Sayyid Maher El Ali,,
139,Welche Auswirkungen haben die empfohlenen Gebete auf unser Pflichtgebet?,https://www.youtube.com/watch?v=jelYmyVTYRY,2026-05-20 19:03:19+00,de,Sayyid Maher El Ali,,
140,Welche Form nimmt dein Gebet an?,https://www.youtube.com/watch?v=EL2SHoCq0Bo,2026-05-20 19:03:17+00,de,Sayyid Maher El Ali,,
141,Der hoffnungsvollste Vers im Quran - hör dir diese Geschichte an!,https://www.youtube.com/watch?v=MuJN1Es9Bsk,2026-05-20 19:03:13+00,de,Sayyid Maher El Ali,,
142,Welche Stellung hatte das Gebet beim Propheten Muhammad (s.)?,https://www.youtube.com/watch?v=sOcTOsW5dF8,2026-05-20 19:03:11+00,de,Sayyid Maher El Ali,,
143,Der Genuss des Gebets?,https://www.youtube.com/watch?v=_Vvv9aftL3w,2026-05-20 19:03:06+00,de,Sayyid Maher El Ali,,
144,Wie ist der Prophet (s.) mit seinen Enkelkindern umgegangen?,https://www.youtube.com/watch?v=dYniECIush8,2026-05-20 19:03:04+00,de,Sayyid Maher El Ali,,
145,Die hohe Moral von Imam Zayn ul-Abidin (a.) - Eine schöne Geschichte,https://www.youtube.com/watch?v=ENvci8fv554,2026-05-20 19:03:02+00,de,Sayyid Maher El Ali,,
146,Ein Bittgebet - das drei Gottesdienste vereint...,https://www.youtube.com/watch?v=xcAtI4eAFTg,2026-05-20 19:14:00+00,de,Sayyid Maher El Ali,,
147,Die Persönlichkeit des Propheten Muhammad (s.),https://www.youtube.com/watch?v=11jQO5ezIXU,2026-05-20 19:13:58+00,de,Sayyid Maher El Ali,,
148,Imam Ali (a.) - Ein Exempel der menschlichen Vollkommenheit,https://www.youtube.com/watch?v=I3sQQ2-Fn3Q,2026-05-20 19:14:07+00,de,Sheikh Mehdi Khalil,,
149,Der heilige Monat Rajab,https://www.youtube.com/watch?v=UQvPwSGBntA,2026-05-20 19:14:09+00,de,Sheikh Mehdi Khalil,,
150,Sayida Fatima (a.) - Die Mutter ihres Vaters,https://www.youtube.com/watch?v=-ngKr9UoCFw,2026-05-20 19:14:11+00,de,Sheikh Mehdi Khalil,,
151,Die Reue (at-tawbah),https://www.youtube.com/watch?v=Junk9OKe8Fs,2026-05-20 19:13:48+00,de,Sheikh Mehdi Khalil,,
152,Der Monat Ramadan - Zeit der Selbstreflexion,https://www.youtube.com/watch?v=jBy-gjiTXEE,2026-05-20 19:13:46+00,de,Sheikh Mehdi Khalil,,
153,The Struggle Within (Jihad Nafs),https://www.youtube.com/watch?v=NsjNYzLPeMA&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI,2026-05-20 23:56:25.881053+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,14,
154,Vorbereitung auf den Trauermonat Muharram,https://youtu.be/gnkSFdyOdDI?si=VQlTrrqlDUzvwZrs,2026-05-26 01:22:49.750313+00,de,Sheikh Mohamed Tohmeh,,
161,Belebung der 3. Nacht von Muharram 1447 - 2025 ,https://www.youtube.com/watch?v=fSDlp_egTXg,2026-05-26 01:31:05.135851+00,de,Sheikh Mohamed Tohmeh,,
162,Belebung der 4. Nacht von Muharram 1447 - 2025 (fehler im thumbnail),https://www.youtube.com/watch?v=hevhk37B6IA$0,2026-05-26 01:31:56.48315+00,de,Sheikh Mohamed Tohmeh,,
163,Belebung der 5. Nacht von Muharram 1447 - 2025,https://www.youtube.com/watch?v=dLahrdaEbg8,2026-05-26 01:34:33.672577+00,de,Sheikh Mohamed Tohmeh,,
164,Belebung der 6. Nacht von Muharram 1447 - 2025,https://www.youtube.com/watch?v=2Y8WqXdlZDM,2026-05-26 01:35:15.896686+00,de,Sheikh Mohamed Tohmeh,,
165,Belebung der 7. Nacht von Muharram 1447 - 2025,https://www.youtube.com/watch?v=stYIAB2bjq0,2026-05-26 01:35:48.575334+00,de,Sheikh Mohamed Tohmeh,,
166,Belebung der 8. Nacht von Muharram 1447 - 2025,https://www.youtube.com/watch?v=VAXuzOOBmVY,2026-05-26 01:37:09.347581+00,de,Sheikh Mohamed Tohmeh,,
167,Belebung der 9. Nacht von Muharram 1447 - 2025,https://www.youtube.com/watch?v=6-ciBDgi3qI,2026-05-26 01:37:47.858969+00,de,Sheikh Mohamed Tohmeh,,
168,Belebung der 10. Nacht von Muharram 1447 - 2025,https://www.youtube.com/watch?v=OiFnIl1d6vg,2026-05-26 01:38:24.443664+00,de,Sheikh Mohamed Tohmeh,,
169,Der 10. Tag - Muharram 1447 - 2025,https://www.youtube.com/watch?v=hsNgxjk9zYg,2026-05-26 01:41:10.350015+00,de,Sheikh Mohamed Tohmeh,,
170,The Remembrance of Allah ,https://www.youtube.com/watch?v=dldpBwC-6TY&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=8,2026-05-26 01:51:40.793361+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,67,1324
171,Tolerance,https://www.youtube.com/watch?v=6u9DDW4c3s0&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=9,2026-05-26 01:54:08.279018+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,67,3197
172,ذِكْرُ اللهِ,https://www.youtube.com/watch?v=dldpBwC-6TY&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=8,2026-05-26 01:57:01.83717+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,67,1324
173,تَسَامُحُ,https://www.youtube.com/watch?v=6u9DDW4c3s0&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=9,2026-05-26 01:57:01.83717+00,ar,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,67,3197
174,Getting Closer To Allah & Satisfying Your Heart Properly,https://youtu.be/3rI9-KfVZoM?si=Ljkm5i16sugZZpJa,2026-05-28 16:43:34.099523+00,en,Hajj Hassanain Rajabali,,
175,Striving Towards Allah: Dealing with Hardships and Vulnerabilities,https://youtu.be/aLi8-nsVgYQ?si=BSY8ZrCqeGCni9A6,2026-05-28 21:20:20.313886+00,en,Hajj Hassanain Rajabali,,
176,النور الذي نسعى إليه,https://www.youtube.com/watch?v=JV3TK77DHL0,2026-06-02 21:31:43.589068+00,ar,Sheikh Mohammad El-Chaer,,
177,Intro: Why Doesn't Allah ﷻ Send Us Clear Signs?,https://www.youtube.com/watch?v=JwyAezjNJcs&list=PLGDA8FNsz8hfrDRbKmGHSCWbG5xmeKINN,2026-06-02 21:32:29.707132+00,en,Sheikh Mohammad El-Chaer,,
178,The Importance of History,https://www.youtube.com/watch?v=i6yR8W_Rapo&list=PLGDA8FNsz8hfrDRbKmGHSCWbG5xmeKINN&index=2,2026-06-02 21:33:03.618783+00,en,Sheikh Mohammad El-Chaer,,
179,Takleef: What Are You Doing for Your Imam?,https://www.youtube.com/watch?v=ImrT_gngrJI&list=PLGDA8FNsz8hfrDRbKmGHSCWbG5xmeKINN&index=3,2026-06-02 21:33:45.153763+00,en,Sheikh Mohammad El-Chaer,,
180,Patience: The Path of Allah ﷻ,https://www.youtube.com/watch?v=fw84-f-T9vs&list=PLGDA8FNsz8hfrDRbKmGHSCWbG5xmeKINN&index=4,2026-06-07 22:06:45.582227+00,en,Sheikh Mohammad El-Chaer,,
181,The Elite and the Public,https://www.youtube.com/watch?v=W9EjRxvC_Ig&list=PLGDA8FNsz8hfrDRbKmGHSCWbG5xmeKINN&index=5,2026-06-07 22:07:17.29513+00,en,Sheikh Mohammad El-Chaer,,
182,Sacrifice & Hussain (a): The Eternal Legacy,https://www.youtube.com/watch?v=G2ivUez6D20,2026-06-07 22:07:55.895017+00,en,Sheikh Mohammad El-Chaer,,
183,God-Consciousness: The Lens of Hussain (a) and His Companions,https://www.youtube.com/watch?v=vil3x_jEA7E,2026-06-07 22:11:19.894025+00,en,Sheikh Mohammad El-Chaer,,
184,Childhood Friends: Imam Hussain (a) and Omar ibn Saad,https://www.youtube.com/watch?v=4trEaKFdM28,2026-06-07 22:14:11.545416+00,en,Sheikh Mohammad El-Chaer,,
185,What Is More Important Than Prayer,https://www.youtube.com/watch?v=c9RVh18wEU4,2026-06-07 22:14:42.847699+00,en,Sheikh Mohammad El-Chaer,,
186,Learning From Zaynab (a): Avoiding Hidden Idolatry,https://www.youtube.com/watch?v=5F_E16GuACo,2026-06-07 22:15:29.275361+00,en,Sheikh Mohammad El-Chaer,,
187,Ashura: The Godly Event,https://www.youtube.com/watch?v=3zARWhG1qPE,2026-06-07 22:16:00.191479+00,en,Sheikh Mohammad El-Chaer,,
188,The importance of the day of Ghadeer,https://www.youtube.com/watch?v=qDGQr6W_tmc,2026-06-07 22:18:05.314322+00,en,Sheikh Mohammad El-Chaer,,
189,How powerful can words be?,https://www.youtube.com/watch?v=DiAsJ-Jd73g,2026-06-07 22:20:02.141288+00,en,Sheikh Mohammad El-Chaer,,
190,Understanding Freedom,https://www.youtube.com/watch?v=ORr1Ps4_Ocs&list=PLBBsEwIikVBcoVgKGIetxWqa-fo7LsOdK,2026-06-07 22:21:08.174316+00,en,Sheikh Mohammad El-Chaer,,
191,Understanding The Hereafter,https://www.youtube.com/watch?v=M81AJ5hZrXY&list=PLBBsEwIikVBcoVgKGIetxWqa-fo7LsOdK&index=2,2026-06-07 22:22:00.756983+00,en,Sheikh Mohammad El-Chaer,,
192,Understanding The Return,https://www.youtube.com/watch?v=12LDv4Bh_jk&list=PLBBsEwIikVBcoVgKGIetxWqa-fo7LsOdK&index=3,2026-06-07 22:23:25.870356+00,en,Sheikh Mohammad El-Chaer,,
193,Understanding Imama,https://www.youtube.com/watch?v=NfDuBgIgfDQ&list=PLBBsEwIikVBcoVgKGIetxWqa-fo7LsOdK&index=4,2026-06-07 22:24:12.171544+00,en,Sheikh Mohammad El-Chaer,,
194,Understanding Prophethood:,https://www.youtube.com/watch?v=558-IpAGXuU&list=PLBBsEwIikVBcoVgKGIetxWqa-fo7LsOdK&index=5,2026-06-07 22:25:24.261502+00,en,Sheikh Mohammad El-Chaer,,
195,Understanding Shaytan,https://www.youtube.com/watch?v=IeukWeG38Bg&list=PLBBsEwIikVBcoVgKGIetxWqa-fo7LsOdK&index=6,2026-06-07 22:25:55.178325+00,en,Sheikh Mohammad El-Chaer,,
196,Understanding Allah,https://www.youtube.com/watch?v=pncMU_UQAfc&list=PLBBsEwIikVBcoVgKGIetxWqa-fo7LsOdK&index=7,2026-06-07 22:26:53.183296+00,en,Sheikh Mohammad El-Chaer,,
197,Understanding Religion,https://www.youtube.com/watch?v=CGUAKTPWFgI&list=PLBBsEwIikVBcoVgKGIetxWqa-fo7LsOdK&index=8,2026-06-07 22:27:18.282886+00,en,Sheikh Mohammad El-Chaer,,
198,Understanding Perfection,https://www.youtube.com/watch?v=dVa_PDvzzEo&list=PLBBsEwIikVBcoVgKGIetxWqa-fo7LsOdK&index=9,2026-06-07 22:27:43.47193+00,en,Sheikh Mohammad El-Chaer,,
199,Understanding Yourself,https://www.youtube.com/watch?v=_92X90Z2XR8&list=PLBBsEwIikVBcoVgKGIetxWqa-fo7LsOdK&index=10,2026-06-07 22:28:05.992551+00,en,Sheikh Mohammad El-Chaer,,
200,Gleaming Words - Four Systems,https://www.youtube.com/watch?v=RL6DEbiHtQY&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=10,2026-06-09 22:28:21.669979+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,67,1354
201,Gleaming Words - Seeing Paradise,https://www.youtube.com/watch?v=wB3-xundk4g&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=11,2026-06-09 22:43:48.578502+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1652
202,Success is the Greatest Blessing,https://www.youtube.com/watch?v=7KGGJqR-ZHo&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=12,2026-06-09 22:47:56.662444+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1398
203,Participating in the Rituals of Imam Hussain (a),https://www.youtube.com/watch?v=qeGdbOPzfC8&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=13,2026-06-09 22:48:47.859787+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2688
204,Gleaming Words - Factors that Lead to Success,https://www.youtube.com/watch?v=2hwpv8jgCV0&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=14,2026-06-09 23:31:55.4886+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1700
205,Gleaming Words - How Should We Look at Life,https://www.youtube.com/watch?v=07RzCa7NHtM&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=16,2026-06-09 23:31:55.4886+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1935
206,Gleaming Words - Key to Happiness and Prosperity,https://www.youtube.com/watch?v=9OwUE6HwCdo&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=17,2026-06-09 23:31:55.4886+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2578
207,Let’s Work for Allah,https://www.youtube.com/watch?v=IbyQQm0rrYs&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=18,2026-06-09 23:31:55.4886+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1053
208,The Greatness of Chastity,https://www.youtube.com/watch?v=HPKI5ILzHrE&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=19,2026-06-09 23:31:55.4886+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1541
209,Gleaming Words - A Few Words on Supplication,https://www.youtube.com/watch?v=6ggcKXJHq3M&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=20,2026-06-09 23:32:43.499277+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1754
210,Gleaming Words - The Special Mercy of Allah,https://www.youtube.com/watch?v=kCrHEoPVg3I&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=21,2026-06-09 23:34:04.387168+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1627
211,Gleaming Words - Good News and a Warning,https://www.youtube.com/watch?v=mEBR_YzEocc&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=22,2026-06-09 23:34:04.387168+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1742
212,Gleaming Words - Mobilizing and Advancing the Muslims,https://www.youtube.com/watch?v=ISWhj_lfGt0&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=23,2026-06-09 23:35:31.269504+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2752
213,Gleaming Words - The Motives Behind Actions,https://www.youtube.com/watch?v=dFkMVAUJ5w8&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=24,2026-06-09 23:35:31.269504+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,1367
214,Gleaming Words - Asceticism and its Effects,https://www.youtube.com/watch?v=7KE9bsRH7bQ&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=25,2026-06-09 23:36:08.40055+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2000
215,Gleaming Words - Public Opinion,https://www.youtube.com/watch?v=OmyanMYD6rk&list=PLKRqp0CUCtbu_Re3LU-PjVASu7uIWfhtI&index=26,2026-06-11 21:49:34.520893+00,en,Ayatollah Sayyid Muhammad-Ridha al-Shirazi,66,2665
